Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games,0,0,0.29,0,0.29,62,20,2,95,,
Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0,0,0.13,0,0.13,8,56,4,86,,
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0,0,0.08,0,0.08,14,69,9,35,,
Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0,0,0.06,0,0.06,7,72,3,13,,
God Eater 2,PSV,2013,Role-Playing,Namco Bandai Games,0,0,0.45,0,0.45,54,61,6,56,,
God Eater 2,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24,64,4,4,32,,
Gundam Breaker,PSV,2013,Action,Namco Bandai Games,0,0,0.09,0,0.09,91,48,0,8,,
Gundam Breaker,PS3,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26,6,99,4,95,,
Heroes VS,PSP,2013,Fighting,Namco Bandai Games,0,0,0.02,0,0.02,23,2,0,0,,
Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,0.02,0.02,0.04,0.01,0.09,37,82,1,69,,
J Legend Retsuden,3DS,2013,Misc,Namco Bandai Games,0,0,0.07,0,0.07,70,37,9,39,,
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,0.05,0.02,0.5,0.01,0.58,71,53,8.3,55,CyberConnect2,T
Kamen Rider: Battride War,PS3,2013,Action,Namco Bandai Games,0,0,0.19,0,0.19,67,64,7,79,,
Kuma-Tomo,3DS,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19,73,11,5,41,,
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0,0,0.1,0,0.1,94,20,4,26,,
Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.07,0,0.07,66,86,0,58,,
Mushi Bugyou,3DS,2013,Action,Namco Bandai Games,0,0,0.01,0,0.01,37,27,9,12,,
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,70,16,7.7,67,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77,32,7.9,187,CyberConnect2,T
One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,0,0,0.12,0,0.12,86,3,6,77,,
One Piece: Pirate Warriors 2,PS3,2013,Action,Namco Bandai Games,0,0.19,0.42,0.05,0.66,71,35,7.8,61,Omega Force,T
One Piece: Romance Dawn - Bouken no Yoake,3DS,2013,Fighting,Namco Bandai Games,0,0,0.08,0,0.08,93,91,6,12,,
One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,0.05,0.04,0.28,0.01,0.39,75,5,7.6,26,Ganbarion,T
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04,23,47,8,23,,
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0,0.01,0.08,49,7,5.1,13,"Namco Bandai Games, Monkey Bar Games",E10+
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,58,9,6.5,16,"Namco Bandai Games, Monkey Bar Games",E10+
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0,0.01,0.08,51,6,3.1,7,"Namco Bandai Games, Monkey Bar Games",E10+
PAC-MAN and the Ghostly Adventures,3DS,2013,Platform,Namco Bandai Games,0.05,0.04,0,0.01,0.09,67,84,7,99,Inti Creates,E10+
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,0,0,0.05,0,0.05,7,34,6,50,,
Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07,55,32,7.4,45,Dimps Corporation,
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games,0,0,0.35,0,0.35,99,8,5,43,,
Star Trek: The Game,X360,2013,Action,Namco Bandai Games,0.12,0.08,0,0.02,0.21,63,14,3,17,,
Star Trek: The Game,PS3,2013,Action,Namco Bandai Games,0.1,0.1,0,0.04,0.24,99,24,0,22,,
Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0,0.02,0,0,0.03,61,97,0,27,,
Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15,74,7,8.3,6,Felistella,T
Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,74,29,9,94,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013,Strategy,Namco Bandai Games,0,0,0.03,0,0.03,40,39,6,33,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,12,73,7,16,,
Super Robot Taisen UX,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.18,0,0.18,58,83,3,3,,
Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.22,0,0.22,69,96,7,17,,
Taiko no Tatsujin: Wii U Version!,WiiU,2013,Misc,Namco Bandai Games,0,0,0.19,0,0.19,55,6,3,3,,
Tales of Hearts,PSV,2013,Role-Playing,Namco Bandai Games,0.11,0.11,0.09,0.07,0.38,9,1,2,16,,
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.12,0.13,0.07,0.52,65,12,7.2,6,Namco Bandai Games,T
Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013,Simulation,Namco Bandai Games,0,0,0.03,0,0.03,28,62,4,94,,
Toaru Majutsu no Kagaku no Ensemble,PSP,2013,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,18,85,4,18,,
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,13,68,0,98,,
Toriko: Ultimate Survival,3DS,2013,Action,Namco Bandai Games,0,0,0.03,0,0.03,22,43,9,52,,
Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0,0,0.02,0,0.02,60,12,7,55,,
Young Justice: Legacy,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01,89,21,6.2,10,Freedom Factory Studios,T
Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,0,0.03,0,0,0.03,1,59,6,76,Freedom Factory Studios,T
Young Justice: Legacy,PS3,2013,Action,Namco Bandai Games,0.06,0.01,0,0.02,0.09,5,74,4.9,15,Freedom Factory Studios,T
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games,0.03,0,0,0,0.03,46,40,7.1,7,Farsight Studios,E10+
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,0,0,0.05,0,0.05,74,74,9,60,,
3rd Super Robot Wars Z Jigoku Hen,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.19,0,0.19,36,59,3,5,,
3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.23,0,0.23,88,95,2,11,,
Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0,0.13,100,11,4,53,,
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,31,6,7,64,,
CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,21,35,9,4,,
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,0.48,0.18,0.01,0.07,0.74,91,30,7.9,915,From Software,T
Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,91,69,8.1,1107,From Software,T
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0,0.01,0.17,91,36,7.1,2318,From Software,T
Detective Conan: Phantom Rhapsody,3DS,2014,Action,Namco Bandai Games,0,0,0.03,0,0.03,43,77,9,59,,
Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,0.05,0.01,0,0.01,0.06,79,47,5.7,10,Prope,E10+
Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.02,0,0.02,0.09,49,12,5.8,32,Prope,E10+
Dragon Ball Heroes: Ultimate Mission 2 ,3DS,2014,Strategy,Namco Bandai Games,0,0,0.32,0,0.32,43,85,0,67,,
Dragon Ball Z: Battle of Z,X360,2014,Fighting,Namco Bandai Games,0.01,0.05,0,0,0.07,53,17,5.1,44,Artdink,T
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0,0.04,0.06,0.01,0.11,66,7,7.5,54,Artdink,T
Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games,0.1,0.1,0.06,0.04,0.31,54,32,5.3,103,Artdink,T
Enemy Front,X360,2014,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,35,8,5.8,78,CI Games,M
Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2014,Action,Namco Bandai Games,0,0,0.01,0,0.01,7,74,5,20,,
Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,77,20,9,24,,
Girls und Panzer: I Will Master Tankery,PSV,2014,Action,Namco Bandai Games,0,0,0.09,0,0.09,69,37,9,34,,
Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,34,56,4,100,,
Godzilla (2015),PS4,2014,Action,Namco Bandai Games,0.11,0.03,0.02,0.03,0.19,69,89,2,0,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,Namco Bandai Games,0,0,0.03,0,0.03,14,75,1,85,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0,0,0.12,0,0.12,92,91,7,85,,
Gundam Breaker 2,PSV,2014,Action,Namco Bandai Games,0,0,0.15,0,0.15,12,58,0,24,,
Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0,0,0.14,0,0.14,36,38,4,71,,
Gundam Try Age SP,3DS,2014,Strategy,Namco Bandai Games,0,0,0.07,0,0.07,6,5,4,67,,
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014,Adventure,Namco Bandai Games,0,0,0.07,0,0.07,13,45,8,88,,
Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games,0,0,0.03,0,0.03,21,65,4,13,,
Hanayamata: Yosakoi Live,PSV,2014,Adventure,Namco Bandai Games,0,0,0.01,0,0.01,58,21,8,66,,
HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games,0,0,0.03,0,0.03,65,32,2,82,,
J Stars Victory Vs.,PSV,2014,Fighting,Namco Bandai Games,0,0.03,0.17,0.01,0.21,74,5,7.9,29,Bandai Namco Games,T
J Stars Victory Vs.,PS3,2014,Fighting,Namco Bandai Games,0.05,0.05,0.2,0.02,0.31,32,26,7.9,11,Bandai Namco Games,
Kamen Rider: Battride War II,WiiU,2014,Action,Namco Bandai Games,0,0,0.02,0,0.02,21,44,7,46,,
Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,0,0,0.1,0,0.1,91,6,8,57,,
Kuroko's Basketball: Miracle Game,3DS,2014,Sports,Namco Bandai Games,0,0,0.1,0,0.1,86,89,0,94,,
Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.06,0,0.06,11,43,7,10,,
Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,46,95,6,62,,
Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0,0,0.12,0,0.12,97,89,10,32,,
Mobile Suit Gundam: Extreme VS Full Boost,PS3,2014,Fighting,Namco Bandai Games,0,0,0.38,0,0.38,78,47,10,47,,
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai Games,0.14,0.06,0,0.02,0.22,62,11,7.3,44,CyberConnect2,T
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73,26,7.5,100,CyberConnect2,T
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,0.06,14,45,5,37,,
One Piece: Super Grand Battle! X,3DS,2014,Fighting,Namco Bandai Games,0,0,0.12,0,0.12,6,58,6,91,,
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0,0.04,0.02,0,0.06,66,11,7.8,43,Ganbarion,T
One Piece: Unlimited World Red,PSV,2014,Action,Namco Bandai Games,0.03,0.04,0.04,0.02,0.13,67,4,7.8,25,Ganbarion,T
One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,0.09,0.1,0.06,0.04,0.28,71,28,7.3,46,Ganbarion,T
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.04,0,0.01,0.11,60,7,6.5,10,Vicious Cycle,E10+
Pac-Man and the Ghostly Adventures 2,WiiU,2014,Adventure,Namco Bandai Games,0.04,0.02,0,0.01,0.07,88,6,7,9,Vicious Cycle,E10+
Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.05,0.03,0,0.02,0.09,59,11,6.3,4,Vicious Cycle,E10+
Pac-Man and the Ghostly Adventures 2,3DS,2014,Adventure,Namco Bandai Games,0.03,0.04,0,0.01,0.08,60,6,6,91,Vicious Cycle,E10+
Penguins of Madagascar,WiiU,2014,Action,Namco Bandai Games,0.01,0.02,0,0,0.03,52,45,5.2,6,Little Orbit,E
Penguins of Madagascar,Wii,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01,13,97,6,86,Little Orbit,E
Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,0,0.06,0,0,0.07,51,4,7,31,Little Orbit,E
Power Rangers Super Megaforce ,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.03,43,7,8,77,Bandai Namco Games,E10+
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0,0,0.01,0,0.01,75,94,0,66,,
Super Hero Generation,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,19,60,9,63,,
Super Hero Generation,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03,61,35,9,17,,
Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05,6,48,3,96,,
Super Heroine Chronicle,PS3,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03,35,83,2,93,,
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,0.06,0,0.06,77,37,10,17,,
Sword Art Online: Hollow Fragment,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.3,0,0.3,67,28,7.6,131,Bandai Namco Games,T
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014,Action,Namco Bandai Games,0,0,0.31,0,0.31,84,27,4,81,,
Taiko Drum Master: Tokumori!,WiiU,2014,Misc,Namco Bandai Games,0,0,0.11,0,0.11,34,74,9,59,,
Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11,74,45,1,63,,
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02,26,10,2.4,22,Bandai Namco Games,E10+
The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0,0,0.13,0,0.13,12,75,9,88,,
Tsukigime Ranko's Longest Day,PS3,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01,32,88,4,40,,
Winx Club: Saving Alfea ,3DS,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01,67,37,3,64,Little Orbit,E
3rd Super Robot Wars Z: Tengoku-Hen,PSV,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19,32,27,5,18,,
3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,Namco Bandai Games,0,0,0.15,0,0.15,93,71,3,22,,
Aikatsu! My No.1 Stage!,3DS,2015,Misc,Namco Bandai Games,0,0,0.08,0,0.08,98,51,0,74,,
Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13,78,4,0,62,,
Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01,81,89,2.8,11,"Torus Games, Little Orbit",E
Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0,0.03,0,0,0.03,4,45,1,3,"Torus Games, Little Orbit",E
Barbie and Her Sisters Puppy Rescue,3DS,2015,Action,Namco Bandai Games,0,0.03,0,0,0.03,84,3,1,62,"Torus Games, Little Orbit",E
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,34,46,4,53,,
Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.14,0.07,0,0.02,0.23,74,77,3,61,,
Dark Souls II,PS4,2015,Role-Playing,Namco Bandai Games,0.21,0.23,0.08,0.09,0.6,74,64,4,40,,
Digimon Story: Cyber Sleuth,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17,90,1,8.8,92,Media Vision,T
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61,32,6.6,32,Arc System Works,T
Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,0.18,0.11,0,0.03,0.32,67,18,7.2,128,Dimps Corporation,T
Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games,0.17,0.04,0,0.02,0.24,52,24,6.7,46,Dimps Corporation,T
Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,0.3,0.52,0.12,0.16,1.11,69,50,7.7,598,Dimps Corporation,T
Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,0.16,0.13,0.14,0.06,0.48,47,21,7.1,62,Dimps Corporation,T
Famista Returns,3DS,2015,Sports,Namco Bandai Games,0,0,0.14,0,0.14,27,2,6,62,,
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,75,20,4,79,,
God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0,0.03,0.37,0.01,0.41,64,81,8.1,16,Shift,T
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0,0.01,0.09,0,0.11,69,35,8,79,Shift,T
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0,0,0.03,0,0.03,86,34,1,68,,
God Eater Resurrection,PSV,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19,66,51,8.8,17,"Shift, Bandai Namco Games",T
God Eater Resurrection,PS4,2015,Action,Namco Bandai Games,0,0,0.08,0,0.08,70,18,7.8,44,"Shift, Bandai Namco Games",T
J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,0.08,0.14,0,0.04,0.26,31,53,1,84,,
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,61,35,7.4,44,CyberConnect2,T
JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,61,18,7,2,,
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015,Action,Namco Bandai Games,0,0,0.01,0,0.01,55,42,4,45,,
Kuroko's Basketball: Ties to Future,3DS,2015,Action,Namco Bandai Games,0,0,0.09,0,0.09,7,97,1,86,,
Lost Heroes 2,3DS,2015,Action,Namco Bandai Games,0,0,0.07,0,0.07,79,74,7,26,,
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0,0,0.17,0,0.17,57,25,7.3,15,Bandai Namco Games,E10+
One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0,0.03,0.13,0.01,0.17,76,4,6.3,17,Omega Force,T
One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.09,0.22,0.1,0.06,0.46,74,34,7.4,118,Omega Force,T
One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0,0.06,0.19,0.01,0.25,29,50,3.7,7,Omega Force,T
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03,24,15,9,51,,
Professional Farmer 2016,PS4,2015,Action,Namco Bandai Games,0,0.01,0,0,0.02,21,18,4,2,,
Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,0.05,0.03,0.08,0.01,0.17,98,70,3,83,,
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,72,14,8.1,25,Bandai Namco Games,T
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0,0.12,0.04,0.02,0.18,59,30,7.8,45,Dimps Corporation,T
Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,62,53,6.3,4,Dimps Corporation,T
Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0,0.13,27,60,9,1,,
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,3DS,2015,Action,Namco Bandai Games,0,0,0.11,0,0.11,81,65,5,73,,
Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05,24,46,4,68,,
Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Namco Bandai Games,0,0.1,0,0.02,0.12,41,45,9,39,,
Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36,70,4,7.1,27,"Bandai Namco Games, Artdink",T
Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.1,0.11,0,0.04,0.25,63,32,6.3,60,"Bandai Namco Games, Artdink",T
Sword Art Online: Lost Song,PS3,2015,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,79,15,7,30,,
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Namco Bandai Games,0,0,0.06,0,0.06,19,77,10,33,,
Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games,0,0,0.1,0,0.1,90,92,8,98,,
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.02,0.06,0.4,72,59,6.8,315,Bandai Namco Games,T
Tales of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,0.05,0.07,0.42,0.02,0.56,28,95,8,47,"Namco Bandai Games, Bandai Namco Games",T
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,Namco Bandai Games,0,0,0.04,0,0.04,71,2,4,29,,
The Seven Deadly Sins: Unjust Sin,3DS,2015,Adventure,Namco Bandai Games,0,0,0.08,0,0.08,71,85,4,86,,
The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.69,0.5,0,0.11,1.31,91,13,9.2,3963,CD Projekt Red Studio,M
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92,79,9.2,10179,CD Projekt Red Studio,M
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.21,0.46,0,0.05,0.72,93,32,9.3,10665,CD Projekt Red Studio,M
Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0,0,0.05,0,0.05,68,29,8,96,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,85,85,1,19,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,64,78,6,24,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,74,91,7,19,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,23,25,4,51,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,68,96,2,53,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,65,63,2,73,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0,0,0.02,0,0.02,54,32,9,21,,
Ukiyo no Shishi,PS3,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03,85,20,3,90,,
World Trigger: Borderless Mission,PSV,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04,8,91,2,73,,
Yowamushi Pedal,3DS,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04,97,93,4,34,,
 Haikyu!! Cross Team Match!,3DS,2016,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,75,63,1,20,,
Aikatsu Stars! My Special Appeal,3DS,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,97,54,3,63,,
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0,0,0.06,0,0.06,13,47,1,67,,
Crows: Burning Edge,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,86,8,9,80,,
Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games,0.26,0.09,0,0.04,0.39,87,14,8.6,514,From Software,
Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.65,0.45,0.34,0.22,1.65,89,69,8.8,1940,From Software,M
Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,0,0.07,0,0,0.07,89,56,8.6,1848,From Software,M
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0,0.1,0,0.02,0.11,75,45,8.5,289,Media Vision,T
Digimon World: Next Order,PSV,2016,Action,Namco Bandai Games,0,0,0.1,0,0.1,40,33,6,82,B.B.Studio,
Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,0.02,0,0.19,0,0.21,68,12,7.6,16,Ganbarion,T
Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.11,0.07,0,0.02,0.2,73,8,7.3,29,Dimps Corporation,T
Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,0.24,0.27,0.09,0.1,0.71,73,54,7.8,117,Dimps Corporation,T
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016,Fighting,Namco Bandai Games,0,0,0.03,0,0.03,3,18,9,41,,
